id,stem,terms,anticipation,joy,trust,fear,sadness,disgust,anger,surprise,positive,negative,none,total
7062,priapismo,priapic,0,1,0,0,0,0,0,0,0,0,2,3
7063,Fresco,fresher,0,0,0,0,0,0,0,0,0,0,2,2
7064,Coincidente,coincidentally coincidental,0,0,0,0,0,0,0,1,0,0,0,1
7065,Incept,inception,0,0,0,1,0,0,0,0,0,0,1,2
7066,Núcleo,kernel,0,0,0,0,0,0,0,0,0,0,3,3
7067,Fusión,fusion,0,1,0,0,0,0,0,0,0,0,1,2
7068,Carril,lanes lane,0,0,0,0,0,1,0,0,0,0,0,1
7069,gentli,gently,0,0,0,1,0,0,0,0,0,0,0,1
7070,Órbita,orbits orbit,0,0,0,0,0,0,0,0,0,0,1,1
7071,inflam,inflame,0,1,0,0,0,0,0,0,0,0,1,2
7072,excurs,excursions,0,1,0,0,0,0,0,0,0,0,0,1
7073,acquiesc,acquiescent acquiesce,0,1,0,1,0,0,0,0,0,0,1,3
7074,sharpli,sharply,0,1,0,0,0,0,1,0,0,0,0,2
7075,Pensador,thinkers,0,0,0,0,0,0,0,0,0,0,1,1
7076,Planificador,planners,0,0,0,0,0,0,0,1,0,0,0,1
7077,predisposit,predisposition,0,1,1,0,0,0,0,0,0,0,0,2
7078,Morbosa,morbid,0,0,0,2,2,1,0,2,0,0,2,9
7079,infatu,infatuation,0,0,0,0,0,0,0,0,0,0,1,1
7080,luego,alligators,0,0,0,1,0,0,0,1,0,1,5,8
7081,Coyot,coyote,3,0,0,3,0,0,0,2,0,0,4,12
7082,Mástiles,sparse sparsely,0,0,0,0,0,0,0,0,0,0,1,1
7083,soundli,soundly,1,0,1,1,0,1,1,0,4,2,4,15
7084,Bloqueador,blocker blockers,0,0,0,1,0,0,0,0,0,0,0,1
7085,Pedagogía,pedagogy,1,0,1,0,0,0,0,0,0,0,6,8
7086,pharmacolog,pharmacological,1,0,0,0,1,0,0,0,0,0,8,10
7087,poultri,poultry,0,1,0,0,0,0,0,0,0,0,0,1
7088,Pinker,pinker,0,0,0,0,0,0,0,0,0,0,2,2
7089,inorgan,inorganic,0,0,0,0,0,0,0,0,0,0,4,4
7090,Carcinógeno,carcinogen,0,0,0,0,1,0,0,0,0,0,2,3
7091,Elev,elevator elevated elevation,1,1,1,0,1,0,0,0,3,0,2,9
7092,biotekhnol,antibiotic antibiotics,0,0,0,0,0,0,0,0,0,0,2,2
7093,Ganado,livestock,0,0,0,0,0,0,0,0,0,0,1,1
7094,manur,manure,0,1,0,0,0,1,0,0,0,0,2,4
7095,clorin,chlorinated chlorine,0,0,0,0,0,0,0,0,0,0,2,2
7096,antimicrobi,antimicrobial,0,0,1,0,0,0,0,0,0,0,3,4
7097,Patógeno,pathogens,1,1,0,0,0,0,0,0,0,0,1,3
7098,respiratori,respiratory,1,0,0,1,0,0,0,0,0,0,2,4
7099,Aerosol,sprays,2,3,0,0,0,0,0,1,0,0,6,12
7100,pharmaceut,pharmaceutical pharmaceuticals,0,0,1,0,0,0,0,0,0,0,2,3
7101,Synthesi,synthesis,0,0,0,1,0,0,0,0,0,0,2,3
7102,muscular,muscular,0,0,1,0,1,0,0,0,4,0,3,9
7103,inexpedi,inexpedient,0,0,0,0,2,0,0,0,0,0,1,3
7104,Interv,interval intervals,3,0,1,0,0,0,0,5,0,0,3,12
7105,Suciedad,filth,0,1,0,0,0,1,0,0,0,0,0,2
7106,satisfactorili,satisfactorily,0,3,0,0,0,0,0,0,0,0,0,3
7107,supercharg,supercharged,0,2,0,0,0,0,0,0,0,0,1,3
7108,stimulu,stimulus,0,1,0,0,0,0,0,0,0,0,1,2
7109,Anuncio,advert adverts,0,0,0,0,0,0,0,0,0,0,1,1
7110,Millonésimo,millionth,1,2,0,0,0,0,0,1,1,3,3,11
7111,Ire,ire,0,0,0,0,0,0,1,0,0,0,1,2
7112,Superar,outdo,0,0,0,0,1,0,0,0,0,0,0,1
7113,unscrupul,unscrupulous,1,0,0,0,0,1,2,0,0,0,0,4
7114,desacreditar,unaccredited,0,0,0,2,0,1,0,0,1,1,3,8
7115,Plebiscito,plebiscite,0,0,1,0,0,0,0,0,0,0,0,1
7116,intermitt,intermittent,0,0,0,0,0,1,0,0,0,0,1,2
7117,Fiscal,prosecutors prosecutor,0,0,0,0,0,0,0,0,0,0,1,1
7118,Pagano,pagan,0,0,0,0,0,0,0,0,0,0,3,3
7119,Bruja,witch,0,0,0,4,0,0,0,0,0,0,1,5
7120,Campo petrolífero,oilfield oilfields,0,0,0,0,0,0,0,0,0,0,1,1
7121,worrisom,worrisome,1,0,0,0,1,0,0,0,0,0,0,2
7122,intellectualis,intellectualise,0,0,0,0,0,0,0,0,0,0,1,1
7123,fastidi,fastidious,0,0,0,0,0,0,1,0,0,0,2,3
7124,Buzzword,buzzword buzzwords,1,0,0,0,0,0,0,2,0,0,0,3
7125,Excelsior,excelsior,1,0,0,0,0,0,0,0,0,0,1,2
7126,Mala conducta,misconduct,0,0,0,0,1,0,0,0,0,0,0,1
7127,Miniatur,miniature,0,1,0,0,0,0,0,0,0,0,2,3
7128,diall,dialling dialled,0,0,0,0,0,0,0,0,0,0,1,1
7129,thirdli,thirdly,0,0,1,0,0,0,0,0,0,0,1,2
7130,Soportar,withstand,0,1,0,0,0,0,0,0,0,0,2,3
7131,accuraci,accuracy,0,0,1,0,0,0,0,0,0,0,2,3
7132,Hight,hight,0,1,0,0,0,0,0,0,0,0,1,2
7133,Onda,wavelength,1,0,1,0,0,0,0,2,0,0,0,4
7134,teórico,theorizing,2,0,1,0,0,0,0,0,0,0,0,3
7135,En lo alto,overhead overheads,0,0,0,0,1,0,0,0,0,0,0,1
7136,Procesador,processors,0,0,0,0,0,0,0,0,0,0,2,2
7137,Mafioso,mobster,0,0,0,0,0,0,0,0,0,0,1,1
7138,Capo,kingpins,0,0,0,0,0,0,0,0,0,0,2,2
7139,Stingray,stingrays,0,0,0,0,0,0,0,0,0,0,2,2
7140,Deseche,discarded discard,0,0,0,0,0,0,0,0,0,0,2,2
7141,Mantequera,churning,0,0,0,0,0,0,0,0,0,0,4,4
7142,deceler,deceleration,0,0,0,0,1,0,0,0,0,0,0,1
7143,unpalat,unpalatable,0,0,0,0,1,0,0,0,0,0,0,1
7144,shelv,shelved,0,0,0,0,0,0,0,0,0,0,2,2
7145,imponder,imponderables,0,0,0,0,0,1,0,0,0,0,0,1
7146,disentangl,disentanglement disentangle disentangling,0,0,0,0,0,2,1,2,0,0,0,5
7147,Margen,leeway,0,0,0,0,0,0,0,0,0,0,1,1
7148,punctuat,punctuation punctuate,0,1,0,0,0,0,1,2,0,0,1,5
7149,Recargar,reloading reloaded,0,0,0,0,0,0,0,0,0,0,2,2
7150,Fregado,scour,0,0,0,0,0,0,0,0,0,0,2,2
7151,subtl,subtle,0,0,0,0,0,0,0,0,0,0,1,1
7152,ordinarili,ordinarily,0,0,1,0,0,0,0,0,0,0,0,1
7153,Tarde,afternoon,0,0,0,0,0,0,0,0,0,0,1,1
7154,Timón,helm,0,1,0,0,0,0,0,0,0,0,1,2
7155,fortifi,fortify,0,1,3,1,0,0,1,0,2,1,3,12
7156,vestimenta,outfit,0,2,0,0,0,0,0,0,0,0,0,2
7157,extric,extricating extricate extrication,0,0,0,0,0,1,0,0,0,0,2,3
7158,insolv,insolvency insolvencies insolvent,1,0,0,0,6,2,1,0,0,1,1,12
7159,Cauteloso,cautiously,0,0,0,0,0,0,1,0,0,0,2,3
7160,Gradiente,gradient gradients,0,0,0,0,0,0,0,1,0,0,0,1
7161,equalis,equalised equalise,0,0,0,0,0,0,0,0,0,0,2,2
7162,irrevoc,irrevocably irrevocable,0,1,1,1,0,1,0,0,0,0,0,4
7163,insubordin,insubordination,0,0,1,0,0,3,5,0,0,1,1,11
7164,Todo,ailing,0,0,0,1,1,0,0,0,0,0,0,2
7165,temer,temerity,1,0,0,0,0,0,0,0,0,0,1,2
7166,guesstim,guesstimate guesstimates,2,1,0,1,0,0,0,0,2,3,8,17
7167,Equilibrio,equilibrium,0,1,0,0,0,0,0,0,0,0,1,2
7168,surcharg,surcharge,0,2,0,0,0,0,0,0,0,0,2,4
7169,propiedad tierra,landownership,1,0,0,0,0,0,0,0,0,0,2,3
7170,Palanca,lever levers,0,0,1,0,0,0,0,0,0,0,1,2
7171,Neigh,neigh,0,0,0,0,0,0,1,0,0,0,2,3
7172,misrepres,misrepresenting misrepresent misrepresents misrepresented,1,0,0,0,0,1,0,0,0,0,0,2
7173,encarn,incarnate incarnation,1,2,0,0,0,0,0,1,0,0,0,4
7174,Matemático,mathematicians,0,0,0,0,1,0,0,0,0,0,1,2
7175,Rusa,coaster,0,0,0,0,0,0,0,0,0,0,3,3
7176,stumbl,stumbled stumbles stumbling,0,1,0,3,1,0,0,1,0,0,3,9
7177,Trident,trident,0,0,0,0,0,0,0,0,0,0,3,3
7178,krazak,gnarl,0,0,1,0,0,0,0,0,0,0,0,1
7179,Souther,souther,0,1,2,0,0,0,0,0,0,0,0,3
7180,sucedáneo,ersatz,0,0,0,0,0,0,0,1,0,0,2,3
7181,Apéndice,appendix,0,1,0,0,0,0,0,0,0,0,1,2
7182,Diecisiete,seventeen,0,0,0,1,0,0,0,0,0,0,0,1
7183,cessat,cessation,0,0,0,1,0,0,0,0,0,0,0,1
7184,contriv,contrive contrived,1,0,1,0,0,0,0,2,0,0,0,4
7185,edific,edifice,0,1,0,0,0,1,0,0,0,0,1,3
7186,sandcastl,sandcastle,0,3,0,0,0,0,0,0,0,0,2,5
7187,Vicen,vicinity,0,0,1,0,0,0,0,0,0,0,0,1
7188,Furioso,furiously,0,0,0,0,0,0,0,0,0,0,1,1
7189,vindict,vindictiveness vindictively vindictive,0,0,0,0,0,0,4,0,0,0,6,10
7190,unessenti,unessential,2,0,0,0,0,0,0,0,0,1,7,10
7191,Deformar,deform deformed,0,0,0,0,0,1,0,0,0,0,0,1
7192,Legalista,legalistic,0,1,0,0,0,0,0,0,0,0,0,1
7193,phonem,phonemes phoneme,1,0,0,0,0,0,0,0,0,0,2,3
7194,anglophon,anglophone anglophones,0,0,0,0,0,0,0,0,0,0,2,2
7195,Idioma,idioms idiom,0,2,0,0,0,0,0,0,0,0,2,4
7196,Rollo,bummer,0,0,0,0,0,0,0,1,0,0,2,3
7197,literari,literary,0,1,0,0,0,0,0,0,0,0,2,3
7198,Sonrisa,grin,0,5,0,0,0,0,0,0,0,0,4,9
7199,Élfico,elvish,0,2,0,0,0,0,0,1,0,0,0,3
7200,Donante,funders,0,0,0,0,0,0,0,0,0,0,2,2
7201,Ling,ling,0,0,0,0,0,0,0,0,0,0,1,1
7202,elementari,elementary,0,0,1,0,0,0,0,0,0,0,0,1
7203,Duodécimo,twelfth,1,0,0,0,0,0,0,0,0,0,1,2
7204,Sacro,sacrum,0,0,0,0,0,0,0,0,0,0,3,3
7205,Jerga,jargon,0,0,0,0,0,0,0,0,0,0,1,1
7206,Filtra,seeps,0,0,0,0,0,0,1,0,0,0,0,1
7207,gestur,gesturing gesture gestures,0,0,0,0,0,0,1,0,0,0,2,3
7208,Jag,jag,0,1,0,0,0,0,0,0,0,0,2,3
7209,laddi,laddie,0,0,0,0,0,0,0,1,0,0,8,9
7210,drippi,drippy,0,0,0,0,0,1,0,1,0,0,1,3
7211,Implican,entails entail,1,2,0,0,0,0,0,2,0,0,0,5
7212,idiosincrat,idiosyncratic,0,0,0,0,0,0,0,1,0,0,1,2
7213,Cantante,singer singers,0,1,0,0,0,0,0,0,0,0,2,3
7214,Testamento,testament,0,0,0,0,1,0,0,0,0,0,2,3
7215,Vulgar,vulgar,0,0,0,0,0,1,0,0,0,0,0,1
7216,Liras,lire,0,0,0,0,0,0,0,0,0,0,3,3
7217,Clérigo,clerical,0,0,0,0,0,0,0,0,0,0,1,1
7218,Nabo,turnips,0,0,0,0,0,0,0,0,0,0,1,1
7219,bodas,feminine,0,0,0,0,0,0,0,0,0,0,2,2
7220,Husker,husker,1,0,0,0,0,0,0,0,0,0,7,8
7221,Lave,lave,0,0,0,0,0,0,0,0,0,0,3,3
7222,Tifoidea,typhoid,0,0,0,0,1,0,0,0,0,0,1,2
7223,pleurisi,pleurisy,0,0,0,0,0,0,0,0,0,0,2,2
7224,tarsu,tarsus,0,0,0,0,0,0,0,0,0,0,2,2
7225,Patricio,patrician patricians,0,0,0,0,0,0,0,0,0,0,3,3
7226,Décimo,tenth,1,1,0,0,0,0,0,0,2,2,11,17
7227,diminut,diminutives diminutive,1,0,0,0,1,0,1,1,0,0,0,4
7228,Bravo,bravo,0,2,0,0,0,0,2,0,0,0,0,4
7229,Dexter,dexterity dexter,0,0,0,0,0,0,0,1,0,0,1,2
7230,bibl,bible,0,1,0,0,0,0,0,0,0,0,2,3
7231,Gimnasio,gymnasium,0,0,0,0,0,0,0,0,0,0,2,2
7232,fonolog,phonology,0,0,0,0,0,0,0,0,0,0,1,1
7233,Blot,blot,0,0,0,0,0,0,0,0,0,0,1,1
7234,Countryman,countryman,0,1,1,0,0,0,0,0,0,0,0,2
7235,testicl,testicles testicle,0,0,0,0,0,1,0,0,0,0,0,1
7236,Cumplido,compliment complimenting compliments,0,0,1,0,0,0,0,0,0,0,0,1
7237,Paso elevado,overpassed,0,0,0,0,0,0,0,1,0,0,2,3
7238,Consular,consular,1,0,1,0,0,0,0,0,0,0,1,3
7239,Botín,loot looting,0,0,0,2,0,0,0,0,0,0,0,2
7240,Brunch,brunch,0,0,0,0,0,0,1,0,0,0,1,2
7241,sugerencia nueva redacción,redraft redrafting,0,0,0,0,0,0,0,0,0,0,2,2
7242,Pista,airstrip,0,0,0,0,0,0,0,0,0,0,1,1
7243,Bruja,hag,1,0,0,0,0,0,0,0,0,0,0,1
7244,Mullah,mullah,0,0,0,1,0,0,0,0,0,0,3,4
7245,psicosi,psychosis,0,0,0,8,0,0,0,0,0,0,2,10
7246,Renombre,renown,0,0,0,0,0,0,0,0,0,0,1,1
7247,Ombudsman,ombudsman,0,1,0,0,0,0,0,0,0,0,3,4
7248,inalien,inalienable,0,1,0,0,1,0,0,0,0,0,0,2
7249,politick,politicking,0,0,0,0,0,0,0,0,0,0,1,1
7250,Fetter,fetter,0,0,0,0,0,1,0,0,0,0,1,2
7251,Prestado,lent,0,0,0,0,0,0,0,0,0,0,1,1
7252,pesada,heaving,0,0,0,0,0,0,0,0,0,0,1,1
7253,unsettl,unsettled,0,0,0,1,0,2,1,0,0,0,0,4
7254,Recorrido,haul hauled,0,0,0,0,0,0,0,0,0,0,1,1
7255,Callos,tripe,0,0,0,0,0,0,0,0,0,0,2,2
7256,incess,incessant,0,0,0,0,0,0,0,0,0,0,2,2
7257,deshabitar,uninhabitable,0,0,0,0,2,0,0,0,0,0,0,2
7258,Cangrejos,crayfish,1,0,0,0,0,0,0,0,0,0,0,1
7259,Calla,shush,0,0,0,0,0,0,0,0,0,0,2,2
7260,overr,overrate overrated,0,0,0,1,1,2,0,0,2,2,1,9
7261,irksom,irksome,0,0,0,0,0,0,0,0,0,0,1,1
7262,reintegr,reintegrate,2,1,0,0,0,0,0,0,2,0,4,9
7263,charismat,charismatic,0,0,0,0,0,0,0,0,0,0,2,2
7264,diabol,diabolical,0,0,0,0,0,0,0,0,0,0,1,1
7265,cannib,cannibals cannibalize,0,0,0,0,0,0,0,0,0,0,1,1
7266,astoundingli,astoundingly,1,0,0,0,0,0,0,0,0,0,0,1
7267,Neurona,neurons,0,0,0,0,0,0,0,0,0,0,2,2
7268,Perro guardián,watchdogs watchdog,0,1,0,0,0,0,0,0,0,0,0,1
7269,Passer,passers,0,0,0,0,0,0,0,0,0,0,3,3
7270,trampl,trampling trample,0,0,0,0,0,0,1,0,0,0,0,1
7271,Locos,madmen,0,0,0,0,0,0,0,0,0,0,3,3
7272,sleazi,sleazy,0,0,0,0,1,0,0,0,0,0,2,3
7273,gentri,gentry,0,1,0,0,0,0,0,1,0,0,1,3
7274,Pizca,pinch,0,1,0,1,0,0,0,0,0,0,0,2
7275,Cosaco,cossacks,0,0,0,0,0,0,0,0,0,0,2,2
7276,río arriba,uprising uprisings,1,0,0,0,1,0,1,0,0,0,2,5
7277,Vehemente,vehemently vehement,0,1,0,0,0,0,1,0,0,0,0,2
7278,Actualizar,refreshing refresh,0,1,0,0,0,0,0,0,0,0,1,2
7279,Calcio,calcium,0,0,1,0,0,0,0,0,0,0,7,8
7280,Paisley,paisley,0,0,0,0,0,0,0,0,0,0,1,1
7281,Aardvark,aardvark,0,0,0,0,0,0,0,0,0,0,1,1
7282,Esgrimista,fencers,0,0,0,0,0,0,1,0,0,0,0,1
7283,beautifi,beautify,0,3,0,0,0,0,0,0,4,1,1,9
7284,autorid,authoritative,0,0,7,2,0,1,1,0,0,0,1,12
7285,searingli,searingly,0,1,0,0,0,0,0,0,0,0,1,2
7286,ex,diversification,1,0,0,0,0,0,0,0,0,0,0,1
7287,Tablero,chessboard,0,0,0,0,0,0,0,0,0,0,1,1
7288,Determinista,deterministic,0,0,0,0,0,0,0,0,0,0,2,2
7289,insurg,insurgents insurgency,0,1,0,0,0,0,0,0,0,0,2,3
7290,Reconstruir,reconstruction,0,1,4,0,0,0,0,0,0,0,0,5
7291,Varita,wand,0,3,3,1,0,0,0,2,1,1,7,18
7292,decolonis,decolonisation,0,0,0,0,0,0,0,0,0,0,1,1
7293,Quórum,quorum,1,0,1,0,0,0,0,0,0,0,0,2
7294,Xiv,xiv,0,0,0,0,0,0,0,0,0,0,1,1
7295,Calamar,squid,0,0,0,0,0,0,0,0,0,0,1,1
7296,Tangente,tangent,0,0,0,0,0,0,0,0,0,0,3,3
7297,Restricción,restraint,0,0,0,0,1,0,0,0,0,0,0,1
7298,injunct,injunctions,0,0,0,0,0,0,0,0,0,0,2,2
7299,salvag,salvaging salvage,0,1,0,0,0,0,0,0,0,0,2,3
7300,animará,heartening,0,3,6,0,0,1,0,1,0,0,0,11
7301,Burla,taunt,0,0,0,0,0,0,0,0,0,0,3,3
7302,unend,unending,0,1,0,1,0,0,0,0,3,1,2,8
7303,Monet,monetizing,0,0,1,0,0,0,0,0,0,0,0,1
7304,Arrodillarse,kneeling,0,0,0,0,0,0,0,0,0,0,1,1
7305,Discreto,discreet,1,0,0,0,0,0,1,0,0,0,2,4
7306,Mentol,menthol,0,0,0,0,0,0,0,0,0,0,1,1
7307,hobbl,hobbling,0,0,0,0,0,0,1,0,0,0,1,2
7308,Engañar,hoodwinked,0,0,0,0,0,0,0,0,0,0,1,1
7309,estofado,stew,0,2,0,0,0,0,0,0,0,0,0,2
7310,brimston,brimstone,0,0,0,0,0,0,0,0,0,0,2,2
7311,repudi,repudiation,0,0,0,0,0,0,0,0,0,0,1,1
7312,volit,volition,0,0,0,0,0,0,0,0,0,0,1,1
7313,painstak,painstaking,0,0,0,1,0,0,0,0,0,0,2,3
7314,Condominio,condo,0,0,0,0,0,0,0,0,0,0,1,1
7315,Inquilino,tenants tenant,0,0,0,0,0,0,0,0,0,0,2,2
7316,Decorar,garnishing,1,1,0,0,0,0,0,0,0,0,0,2
7317,Peso pesado,heavyweights heavyweight,0,1,0,0,0,0,0,1,3,2,2,9
7318,revil,reviled,0,0,0,0,0,0,1,0,0,0,0,1
7319,Purs,purse,0,0,0,0,0,1,0,0,0,0,0,1
7320,Illustri,illustrious,0,1,0,0,0,0,0,0,0,0,0,1
7321,seventi,seventies seventy,1,0,0,0,0,0,0,0,0,0,3,4
7322,trilingu,trilingual,0,0,0,0,0,0,0,1,0,0,0,1
7323,burlar,flout flouted,0,0,0,0,0,0,0,0,0,0,1,1
7324,Confirmó,upheld,0,0,1,0,0,0,0,1,0,0,0,2
7325,Calmar,soothed soothing,0,5,1,0,0,0,0,0,0,0,2,8
7326,Estupor,stupor,0,0,1,0,1,0,0,0,0,0,0,2
7327,deprav,depravity,0,2,0,0,0,0,0,0,0,0,0,2
7328,unceremoni,unceremonious unceremoniously,0,0,0,0,0,0,0,0,0,0,2,2
7329,Temor,awe,0,0,0,2,0,0,0,0,0,0,0,2
7330,Unspent,unspent,0,0,0,0,0,1,0,0,0,0,0,1
7331,Databas,databases,0,0,0,0,0,0,0,0,0,0,1,1
7332,closur,closures closure,0,0,0,0,0,0,0,0,0,0,2,2
7333,Aviat Networks,aviation,1,0,1,4,0,0,0,1,1,0,1,9
7334,Fanático,zealot zealots,0,0,0,1,0,0,0,0,0,0,2,3
7335,uniformli,uniformly,0,1,0,0,0,0,0,0,0,0,1,2
7336,defiantli,defiantly,0,0,0,0,0,1,0,0,0,0,2,3
7337,SIS,deduce,0,1,0,0,0,0,0,1,0,0,0,2
7338,patlog,pathological pathologically,1,0,0,0,0,0,0,0,0,0,1,2
7339,Collis,collision,0,0,0,0,0,0,0,0,0,0,1,1
7340,Rte,rte,0,0,0,0,0,0,0,0,0,0,2,2
7341,Nervioso,strung,0,1,0,0,0,0,0,0,0,0,0,1
7342,carriag,carriages carriage,0,0,0,0,0,0,0,0,0,0,1,1
7343,Agravio,torte,0,2,0,0,0,0,0,0,0,0,1,3
7344,radioact,radioactive,0,0,0,0,0,0,0,1,0,0,1,2
7345,Platino,platinum,0,0,0,0,0,0,0,0,0,0,1,1
7346,usabl,usability usable,0,1,1,0,0,0,0,0,0,0,1,3
7347,excluye d,precludes preclude precluded,1,0,0,1,0,1,5,1,0,0,3,12
7348,desatando,unhinged,1,0,0,0,0,2,0,0,0,0,0,3
7349,impervi,impervious,0,0,0,0,0,0,0,0,0,0,2,2
7350,Perilla,knob knobs,1,0,2,0,0,0,0,1,0,0,7,11
7351,Retener,withholding withhold,2,0,0,3,1,0,3,0,0,0,1,10
7352,disproport,disproportional disproportionally,0,0,0,1,0,0,0,0,0,0,0,1
7353,Gateway,gateway,1,2,0,0,0,0,0,0,0,0,8,11
7354,Mutante,mutants,0,0,0,0,0,0,0,0,0,0,1,1
7355,espíritu macabro,ghoul ghouls,0,0,0,0,0,0,0,0,0,0,1,1
7356,Ind,indifferent,0,0,1,0,0,0,0,0,0,0,0,1
7357,Remitir,remit,0,0,0,0,0,0,0,0,0,0,2,2
7358,cosmetcuenta,cosmetic,0,1,0,0,0,0,0,0,0,0,2,3
7359,Escuchó,overheard,0,1,0,0,0,1,1,0,0,0,1,4
7360,hodgepodg,hodgepodge,0,1,0,0,0,0,0,0,0,0,0,1
7361,Lander,landers lander,0,0,0,0,0,0,0,0,0,0,2,2
7362,dis,disposable disposed disposal dispose,0,0,0,0,1,0,0,0,0,0,1,2
7363,Difunto,defunct,0,0,0,0,0,0,0,0,0,0,1,1
7364,untrustworthi,untrustworthy,1,0,0,0,0,0,0,0,0,0,0,1
7365,Cangrejo,crabs,0,2,0,0,0,0,0,0,0,0,1,3
7366,Suspender,hovers hovering,0,0,0,0,0,0,0,2,0,0,0,2
7367,awok,awoke,0,3,0,0,0,0,0,1,0,0,0,4
7368,Contrajo,shrank,0,1,0,0,1,0,0,0,0,0,0,2
7369,Jab,jabs jab,0,1,0,0,0,0,0,0,0,0,1,2
7370,onsid,onside,0,0,8,0,0,0,0,0,0,0,3,11
7371,Rediseño,redesigned redesigning redesign,0,1,0,0,0,0,0,0,0,0,2,3
7372,Reiter,reiterated reiterate reiterating,1,0,0,0,0,0,0,0,0,0,0,1
7373,Reem,reimbursement reimburse,0,1,0,0,0,0,0,0,0,0,1,2
7374,martiniqu,martinique,0,1,0,0,0,0,0,0,0,0,2,3
7375,Reinventar,reinvent reinvention,4,0,1,0,0,0,0,3,3,2,5,18
7376,Tartamudeo,stutter,0,0,0,1,0,1,0,0,0,0,1,3
7377,Fife,fife,0,0,0,0,0,0,0,0,0,0,1,1
7378,AWRI,awry,0,0,0,0,0,1,0,0,0,0,1,2
7379,unocuppi,unoccupied,0,0,0,0,0,0,0,0,0,0,2,2
7380,unconvent,unconventional,0,0,0,0,1,0,0,0,0,0,2,3
7381,tautolog,tautology,0,0,0,0,0,1,0,0,0,0,1,2
7382,Consternación,dismay,0,0,0,1,1,0,1,0,0,0,0,3
7383,Enigma,conundrum,0,0,0,0,0,0,0,0,0,0,1,1
7384,Kin,kin,0,0,0,0,0,0,0,0,0,0,2,2
7385,Rodilla,genus,0,1,0,0,0,1,0,0,0,0,1,3
7386,Disco,disk,0,0,0,0,0,0,0,0,0,0,2,2
7387,tragicomedi,tragicomedy,0,0,1,0,3,0,0,1,0,0,0,5
7388,Suciedad,muck,0,0,1,0,1,0,0,0,0,0,0,2
7389,Escuadrón,squad,0,0,0,0,0,0,0,0,0,0,1,1
7390,ATRO,atrocious,0,0,0,0,0,0,0,0,0,0,1,1
7391,poste portería,goalpost goalposts,0,0,0,0,0,0,0,0,0,0,1,1
7392,Decepción,downers,0,0,0,0,0,0,0,1,0,0,1,2
7393,pis,paddling paddle,0,0,0,0,0,0,0,0,0,0,1,1
7394,Bajar,alight,0,0,0,0,0,0,1,0,0,0,1,2
7395,Ruse,ruse,0,1,0,0,0,0,0,0,0,0,1,2
7396,Felpa,plush,0,3,0,0,0,0,0,0,0,0,6,9
7397,spectacl,spectacle,0,1,0,0,0,0,0,0,0,0,1,2
7398,Litera,bunk,0,1,0,0,0,0,0,0,0,0,2,3
7399,foreclos,foreclosed,0,0,0,0,0,0,0,0,0,0,1,1
7400,Entropi,entropy,0,0,0,0,0,2,0,0,0,0,0,2
7401,Preformas,preform,0,0,1,0,0,0,0,0,0,0,1,2
7402,porker,porker,0,0,0,0,0,0,0,0,0,0,2,2
7403,Unísono,unison,0,2,1,0,1,0,1,0,2,1,3,11
7404,befal,befalls,0,0,0,0,0,0,0,0,0,0,1,1
7405,foreshadow,foreshadowing,0,0,0,0,0,0,0,1,0,0,2,3
7406,Iglú,igloo,1,0,0,0,0,0,0,0,0,0,0,1
7407,Nutricionista,nutritionists,1,2,2,0,0,0,0,0,0,0,5,10
7408,Liberado,freed,0,1,0,0,0,0,0,0,0,0,0,1
7409,más ágil,nimbler,0,0,0,0,0,0,1,0,0,0,2,3
7410,Feta,feta,0,2,0,0,0,0,0,0,0,0,6,8
7411,reptil,reptile reptiles,0,0,0,0,0,0,0,0,0,0,1,1
7412,Menorá,menorah,0,1,0,0,0,0,0,0,0,0,7,8
7413,Dun,dun,0,0,0,0,0,0,0,0,0,0,2,2
7414,Veterano,veteran,0,0,1,0,0,0,0,0,0,0,2,3
7415,DURAC,durable,0,0,0,0,1,0,1,0,0,0,1,3
7416,Cohorte,cohorts cohort,0,0,0,0,0,0,0,0,0,0,2,2
7417,Monopol,monopolizing monopolization,0,0,0,0,0,0,1,0,0,0,0,1
7418,juggl,juggling,0,1,0,1,0,0,0,0,0,0,1,3
7419,acolyt,acolytes,0,0,0,0,0,0,1,0,0,0,1,2
7420,resoundingli,resoundingly,0,0,1,0,0,0,0,1,0,0,0,2
7421,unab,unabated,0,6,0,0,0,0,0,0,1,0,1,8
7422,Moler,grinds grind,0,0,0,0,0,0,0,0,0,0,1,1
7423,Shoddi,shoddy,0,0,0,0,0,0,0,0,0,0,1,1
7424,Alabe,vaunted,0,1,0,0,0,0,0,0,0,0,0,1
7425,Tigre,tigers tiger,0,0,0,0,0,0,1,0,0,0,0,1
7426,Lana,wool,0,0,0,0,0,0,0,0,0,0,1,1
7427,Cepillo de dientes,toothbrush,0,0,1,0,0,0,0,0,0,0,0,1
7428,allerg,allergic,0,0,0,0,1,0,0,0,0,0,0,1
7429,Boxeador,boxer,1,0,0,1,0,0,0,0,0,0,3,5
7430,impend,impending,2,1,0,0,0,0,0,1,0,0,5,9
7431,Chef,chef,0,0,1,0,0,0,0,0,0,0,1,2
7432,Muelle,wharf,0,0,0,0,0,0,0,0,0,0,2,2
7433,Succión,suction,1,0,1,1,0,1,0,0,0,0,0,4
7434,Torneo,tournaments tournament,0,1,0,0,0,0,0,0,0,0,3,4
